time,frequency,confidence
8.210,43.817,0.115666
8.220,283.039,0.030727
8.230,379.946,0.049111
8.240,378.486,0.207294
8.250,175.408,0.283122
8.260,370.525,0.094727
8.270,274.363,0.370752
8.280,263.318,0.529560
8.290,265.337,0.729053
8.300,270.296,0.803863
8.310,274.124,0.845458
8.320,277.150,0.861985
8.330,280.556,0.947415
8.340,282.083,0.954846
8.350,282.401,0.950862
8.360,283.473,0.969152
8.370,284.334,0.979805
8.380,284.963,0.976192
8.390,285.383,0.973947
8.400,284.737,0.976589
8.410,282.030,0.952998
8.420,279.190,0.945371
8.430,277.145,0.969779
8.440,276.577,0.956668
8.450,276.163,0.948931
8.460,276.057,0.948549
8.470,275.815,0.957643
8.480,275.034,0.967996
8.490,274.094,0.965376
8.500,273.712,0.957804
8.510,274.403,0.967882
8.520,275.889,0.956070
8.530,277.071,0.961526
8.540,277.484,0.968185
8.550,278.078,0.965161
8.560,278.258,0.963825
8.570,278.256,0.965623
8.580,277.872,0.970329
8.590,277.369,0.967846
8.600,276.527,0.953499
8.610,275.229,0.964643
8.620,273.176,0.936297
8.630,269.951,0.795016
8.640,265.882,0.543971
8.650,271.675,0.674941
8.660,274.446,0.923016
8.670,275.063,0.962000
8.680,275.036,0.975951
8.690,274.817,0.977730
8.700,275.241,0.973501
8.710,275.945,0.952715
8.720,276.843,0.951635
8.730,277.629,0.962680
8.740,278.717,0.958009
8.750,279.341,0.942928
8.760,279.348,0.943773
8.770,279.170,0.950922
8.780,278.652,0.960605
8.790,278.772,0.959774
8.800,278.980,0.955460
8.810,278.985,0.955445
8.820,278.961,0.951829
8.830,278.723,0.957877
8.840,278.605,0.959557
8.850,278.229,0.966151
8.860,277.716,0.967808
8.870,277.359,0.967005
8.880,277.222,0.964092
8.890,276.991,0.965092
8.900,276.893,0.959117
8.910,276.886,0.959849
8.920,276.837,0.955090
8.930,276.539,0.950484
8.940,276.106,0.943327
8.950,275.446,0.959387
8.960,274.010,0.939604
8.970,270.529,0.750993
8.980,270.115,0.528224
8.990,274.548,0.648549
9.000,276.401,0.840217
9.010,276.634,0.924049
9.020,275.962,0.954670
9.030,275.177,0.974030
9.040,275.108,0.972336
9.050,275.432,0.969036
9.060,275.763,0.959917
9.070,275.863,0.958697
9.080,275.742,0.959515
9.090,275.843,0.957057
9.100,275.866,0.953668
9.110,275.860,0.956454
9.120,275.763,0.959612
9.130,275.814,0.956377
9.140,275.861,0.954526
9.150,275.902,0.956173
9.160,276.150,0.947682
9.170,276.686,0.943219
9.180,276.943,0.957413
9.190,276.712,0.951577
9.200,276.164,0.947798
9.210,275.341,0.963952
9.220,273.692,0.939667
9.230,271.022,0.876977
9.240,263.104,0.583394
9.250,266.879,0.421633
9.260,274.311,0.817362
9.270,276.040,0.912831
9.280,276.105,0.954133
9.290,275.502,0.969332
9.300,275.056,0.975176
9.310,275.032,0.971520
9.320,275.037,0.972259
9.330,274.718,0.971290
9.340,274.788,0.972709
9.350,275.262,0.965884
9.360,276.068,0.949395
9.370,276.668,0.945732
9.380,277.202,0.959647
9.390,278.005,0.967439
9.400,278.580,0.962023
9.410,279.050,0.950579
9.420,279.569,0.936313
9.430,280.455,0.954125
9.440,281.249,0.963556
9.450,282.419,0.947180
9.460,282.480,0.948935
9.470,281.393,0.965452
9.480,280.168,0.945101
9.490,279.271,0.952128
9.500,278.748,0.959431
9.510,278.178,0.967190
9.520,277.788,0.963868
9.530,276.862,0.955559
9.540,276.092,0.947626
9.550,275.392,0.969631
9.560,274.574,0.971838
9.570,272.767,0.951414
9.580,269.539,0.797744
9.590,266.916,0.514695
9.600,273.486,0.635396
9.610,275.811,0.883965
9.620,275.954,0.941699
9.630,275.903,0.960847
9.640,275.717,0.964185
9.650,276.037,0.957385
9.660,275.869,0.959364
9.670,275.758,0.961667
9.680,276.113,0.948647
9.690,276.738,0.947520
9.700,276.985,0.958130
9.710,276.815,0.954936
9.720,276.400,0.945222
9.730,275.969,0.949073
9.740,275.912,0.954927
9.750,276.321,0.935505
9.760,276.625,0.946887
9.770,276.342,0.939663
9.780,276.448,0.942668
9.790,276.700,0.950711
9.800,277.257,0.963675
9.810,277.470,0.967303
9.820,277.746,0.966090
9.830,278.311,0.963316
9.840,278.664,0.960263
9.850,279.377,0.940128
9.860,280.418,0.946073
9.870,282.280,0.946055
9.880,283.465,0.961436
9.890,283.357,0.959511
9.900,282.679,0.871408
9.910,282.985,0.651462
9.920,305.800,0.401514
9.930,313.971,0.751996
9.940,315.989,0.926799
9.950,317.690,0.916278
9.960,320.329,0.945291
9.970,322.968,0.950462
9.980,324.745,0.943669
9.990,325.025,0.945078
10.000,324.235,0.961643
10.010,322.927,0.961570
10.020,321.594,0.934828
10.030,319.670,0.949441
10.040,318.020,0.920384
10.050,315.595,0.939779
10.060,314.495,0.922240
10.070,314.465,0.918065
10.080,315.310,0.945380
10.090,316.055,0.948984
10.100,316.798,0.935286
10.110,318.007,0.918452
10.120,319.393,0.951911
10.130,320.095,0.951117
10.140,319.651,0.907157
10.150,319.346,0.766502
10.160,320.116,0.579178
10.170,328.986,0.524870
10.180,334.036,0.792070
10.190,336.205,0.920371
10.200,337.057,0.947510
10.210,336.938,0.947410
10.220,336.782,0.937744
10.230,336.041,0.941281
10.240,336.128,0.943278
10.250,335.875,0.946504
10.260,334.910,0.955621
10.270,333.730,0.955855
10.280,332.965,0.946057
10.290,332.331,0.954861
10.300,331.937,0.967311
10.310,331.825,0.971683
10.320,331.910,0.970181
10.330,332.452,0.958808
10.340,332.693,0.947453
10.350,332.406,0.953096
10.360,331.795,0.968483
10.370,331.146,0.975347
10.380,330.408,0.979677
10.390,329.957,0.976724
10.400,329.328,0.967102
10.410,328.932,0.959997
10.420,328.663,0.948795
10.430,328.384,0.949206
10.440,328.326,0.950545
10.450,328.536,0.943660
10.460,328.796,0.951021
10.470,328.814,0.952451
10.480,328.834,0.955327
10.490,328.663,0.949778
10.500,328.876,0.952660
10.510,329.165,0.956694
10.520,329.408,0.964620
10.530,329.569,0.965495
10.540,329.668,0.968697
10.550,329.947,0.972534
10.560,329.854,0.975838
10.570,329.766,0.977299
10.580,330.081,0.979645
10.590,330.624,0.980121
10.600,331.256,0.974601
10.610,331.671,0.969859
10.620,331.669,0.969796
10.630,331.400,0.970477
10.640,331.186,0.975001
10.650,330.852,0.977968
10.660,330.209,0.975910
10.670,329.157,0.959529
10.680,328.374,0.949524
10.690,328.272,0.951494
